gene_id,chromosome,geneStart,geneEnd,targetsTSS,controlTSS,utr3Segment,target5utr,control5utr,utr3segs.distalSegment,cdsexons,strand,tissue,geneType
FBgn0035708,3L,6607825,6619113,6609078-6609578,6608826-6609326,6617768-6619154,6609578-6609909,6609326-6609508,6619114-6619154,6615898-6617315,+,control,non.dominant
FBgn0260660,3L,6997343,7053499,7013601-7014101,6998344-6998844,7051977-7053499,7014101-7015276,6998844-6999003,7051977-7053499,6999635-7051722,+,control,non.dominant
FBgn0028582,3L,7527280,7540012,7528281-7528781,7531930-7532430,7535196-7538279,7528781-7529186,7532430-7532613,7536976-7538279,7532672-7536769,+,control,non.dominant
FBgn0262579,3L,8062374,8108897,8096023-8096523,8076893-8077393,8104880-8108902,8096523-8096872,8077393-8077573,8108639-8108902,8070952-8106949,+,control,non.dominant
FBgn0035879,3L,8345061,8352279,8346062-8346562,8347042-8347542,8348749-8352355,8346562-8347476,8347542-8348053,8351767-8352355,8347775-8351379,+,control,non.dominant
FBgn0024236,3L,8523744,8534503,8524745-8525245,8528213-8528713,8531867-8534503,8525245-8525704,8528713-8531149,8532941-8534503,8530560-8532874,+,control,non.dominant
FBgn0260442,3L,8543501,8574409,8546176-8546676,8544502-8545002,8570309-8574407,8546676-8546875,8545002-8545089,8573531-8574407,8555731-8573472,+,control,non.dominant
FBgn0262508,3L,8575308,8599617,8583077-8583577,8585002-8585502,8595553-8599626,8583577-8583766,8585502-8585689,8599618-8599626,8579474-8596103,+,control,non.dominant
FBgn0266084,3L,8752119,8798719,8760952-8761452,8765943-8766443,8797000-8798719,8761452-8762885,8766443-8766629,8798121-8798719,8759330-8797821,+,control,non.dominant
FBgn0266101,3L,9459550,9475475,9462108-9462608,9460551-9461051,9470560-9475475,9462608-9464706,9461051-9461559,9474329-9475475,9461888-9474267,+,control,non.dominant
FBgn0261555,3L,9545720,9596713,9583051-9583551,9546721-9547221,9592334-9597171,9583551-9583642,9547221-9547477,9594967-9597171,9552902-9592456,+,control,non.dominant
FBgn0264489,3L,9812347,9834345,9828923-9829423,9815563-9816063,9830634-9834345,9829423-9830069,9816063-9816357,9832928-9834345,9771655-9832866,+,control,non.dominant
FBgn0261553,3L,11213005,11230745,11214006-11214506,11215280-11215780,11226636-11230745,11214506-11214574,11215780-11215814,11229113-11230745,11216586-11228088,+,control,non.dominant
FBgn0036165,3L,11486050,11499055,11487051-11487551,11487306-11487806,11494090-11499124,11487551-11488601,11487806-11488601,11495017-11499124,11494090-11494956,+,control,non.dominant
FBgn0013718,3L,14189370,14233250,14190371-14190871,14220941-14221441,14231177-14233250,14190871-14191591,14221441-14226403,14231927-14233250,14199945-14231635,+,control,non.dominant
FBgn0005536,3L,16050459,16082026,16051460-16051960,16072867-16073367,16077192-16082037,16051960-16052174,16073367-16073470,16082027-16082037,16052755-16077809,+,control,non.dominant
FBgn0010280,3L,16111712,16121651,16112713-16113213,16113291-16113791,16119914-16121651,16113213-16113365,16113791-16114141,16119914-16121651,16113885-16119817,+,control,non.dominant
FBgn0261565,3L,16863795,16922487,16910767-16911267,16898916-16899416,16902129-16922496,16911267-16911591,16899416-16902068,16922488-16922496,16866521-16921366,+,control,non.dominant
FBgn0010352,3L,16953322,16968724,16955001-16955501,16956940-16957440,16964824-16968724,16955501-16955542,16957440-16957505,16967382-16968724,16959099-16966358,+,control,non.dominant
FBgn0259174,3L,17528581,17546660,17529582-17530082,17533007-17533507,17540902-17546870,17530082-17530422,17533507-17533648,17545508-17546870,17530809-17545433,+,control,non.dominant
FBgn0259720,3L,19262266,19266838,19263905-19264405,19263267-19263767,19264681-19268599,19264405-19264622,19263767-19264096,19268599-19268599,19264327-19265443,+,control,non.dominant
FBgn0036928,3L,19999144,20002446,20000589-20001089,20000127-20000627,20001089-20002540,20001089-20001296,20000627-20000672,20001850-20002540,20000991-20001436,+,control,non.dominant
FBgn0036967,3L,20297910,20309511,20301932-20302432,20307151-20307651,20308747-20309511,20302432-20302502,20307651-20307757,20308747-20309511,20303067-20308616,+,control,non.dominant
FBgn0052425,3L,20495823,20514107,20496824-20497324,20509401-20509901,20509901-20514107,20497324-20497425,20509901-20509960,20513138-20514107,20510030-20513075,+,control,non.dominant
FBgn0259243,3L,20814618,20836048,20819832-20820332,20827725-20828226,20828225-20838839,20820332-20820726,20828226-20828340,20836585-20838839,20816230-20836520,+,control,non.dominant
FBgn0037092,3L,21506352,21512749,21507353-21507853,21509382-21509882,21511309-21513087,21507853-21508267,21509882-21510280,21513084-21513087,21510068-21511613,+,control,non.dominant
FBgn0037093,3L,21514806,21522684,21516688-21517188,21515807-21516307,21521082-21528232,21517188-21517790,21516307-21516654,21527184-21528232,21517250-21526936,+,control,non.dominant
FBgn0025702,3L,22272485,22284335,22273486-22273986,22276865-22277365,22279614-22284335,22273986-22275438,22277365-22278731,22283203-22284335,22278823-22283149,+,control,non.dominant
FBgn0052451,3L,22747944,22787631,22748945-22749445,22773037-22773537,22783420-22787631,22749445-22749992,22773537-22773716,22785260-22787631,22774738-22784752,+,control,non.dominant
FBgn0041605,3R,4278721,4304604,4281339-4281848,4281206-4281706,4280386-4304645,4281839-4282482,4281706-4282314,4304605-4304645,4282674-4298585,+,control,non.dominant
FBgn0263346,3R,4658079,4712193,4705647-4706147,4659080-4659580,4701158-4712340,4706147-4706365,4659580-4659676,4712194-4712340,4660239-4710720,+,control,non.dominant
FBgn0267698,3R,6349396,6361614,6350397-6350897,6353589-6354089,6359382-6361670,6350897-6350954,6354089-6354250,6359382-6361670,6354914-6359310,+,control,non.dominant
FBgn0037448,3R,6476811,6495025,6477812-6478312,6486485-6486985,6493547-6496614,6478312-6479384,6486985-6487323,6493547-6496614,6478760-6493374,+,control,non.dominant
FBgn0020249,3R,8355478,8359964,8356479-8356979,8356832-8357332,8359530-8360775,8356979-8357095,8357332-8357456,8359530-8360775,8358471-8359465,+,control,non.dominant
FBgn0037606,3R,8662615,8667772,8663826-8664326,8663616-8664116,8666914-8667824,8664326-8664749,8664116-8664749,8666914-8667824,8665437-8666855,+,control,non.dominant
FBgn0266410,3R,9338716,9362994,9340155-9340655,9339717-9340217,9354422-9361253,9340655-9340769,9340217-9340274,9358256-9361253,9342220-9358571,+,control,non.dominant
FBgn0261552,3R,9416440,9455500,9419022-9419522,9428062-9428562,9445969-9455499,9419522-9420047,9428562-9428652,9447629-9455499,9419783-9446497,+,control,non.dominant
FBgn0267336,3R,9873181,9995364,9928418-9928918,9874182-9874682,9982279-9995367,9928918-9929726,9874682-9876223,9986897-9995367,9930364-9986833,+,control,non.dominant
FBgn0262617,3R,10262806,10308467,10263807-10264307,10284091-10284591,10298246-10308537,10264307-10264878,10284591-10284879,10307423-10308537,10291100-10307366,+,control,non.dominant
FBgn0016693,3R,12695822,12704875,12697332-12697832,12696823-12697323,12703876-12704875,12697832-12699335,12697323-12697538,12703876-12704875,12698119-12703812,+,control,non.dominant
FBgn0038130,3R,13278221,13284527,13279363-13279863,13279222-13279722,13283697-13284946,13279863-13280092,13279722-13280092,13284789-13284946,13282402-13283639,+,control,non.dominant
FBgn0027610,3R,13363438,13369278,13367033-13367533,13364439-13364939,13364939-13369376,13367533-13367668,13364939-13365229,13368252-13369376,13367739-13368161,+,control,non.dominant
FBgn0285913,3R,14287571,14302276,14297726-14298226,14298113-14298613,14298790-14302276,14298226-14298547,14298613-14298692,14301228-14302276,14290730-14301018,+,control,non.dominant
FBgn0263929,3R,14740082,14795868,14741083-14741583,14748976-14749476,14789026-14795873,14741583-14742591,14749476-14750273,14795869-14795873,14750206-14793888,+,control,non.dominant
FBgn0003721,3R,15279871,15308779,15290445-15290945,15287511-15288013,15284613-15308779,15290945-15291525,15288013-15289439,15307590-15308779,15284613-15303222,+,control,non.dominant
FBgn0004117,3R,15308693,15315197,15309694-15310194,15311536-15312036,15313109-15318303,15310194-15310299,15312036-15312113,15315198-15318303,15295113-15314020,+,control,non.dominant
FBgn0041188,3R,15406923,15417277,15408952-15409452,15407924-15408424,15412579-15417314,15409452-15409534,15408424-15409189,15415104-15417314,15412121-15414974,+,control,non.dominant
FBgn0086370,3R,16185499,16197584,16186500-16187000,16194079-16194579,16196031-16197584,16187000-16187299,16194579-16195094,16196031-16197584,16194579-16195094,+,control,non.dominant
FBgn0250823,3R,16270952,16304768,16272502-16273002,16288795-16289295,16297457-16304863,16273002-16273330,16289295-16289373,16301805-16304863,16274152-16301351,+,control,non.dominant
FBgn0262871,3R,17378444,17390265,17385392-17385892,17379445-17379945,17387710-17390265,17385892-17386253,17379945-17380135,17388443-17390265,17384606-17388384,+,control,non.dominant
FBgn0042693,3R,18166257,18180049,18167258-18167758,18172345-18172845,18176307-18181770,18167758-18170098,18172845-18172949,18178606-18181770,18169484-18177048,+,control,non.dominant
FBgn0023083,3R,18571591,18589459,18572592-18573092,18585381-18585881,18584474-18590736,18573092-18573126,18585881-18586067,18590727-18590736,18573192-18590427,+,control,non.dominant
FBgn0038659,3R,18905109,18910755,18906110-18906610,18906232-18906733,18906610-18911118,18906610-18907020,18906732-18907020,18907200-18911118,18907200-18908450,+,control,non.dominant
FBgn0260003,3R,19459585,19597288,19508761-19509261,19568711-19569211,19592823-19597397,19509261-19509390,19569211-19569271,19594500-19597397,19477123-19594398,+,control,non.dominant
FBgn0262582,3R,20251270,20303942,20252271-20252771,20292745-20293245,20300608-20302448,20252771-20252916,20293245-20293503,20300608-20302448,20253627-20300412,+,control,non.dominant
FBgn0038826,3R,20755229,20810726,20782484-20782984,20778396-20778896,20804675-20810824,20782984-20783580,20778896-20780827,20805947-20810824,20772796-20802551,+,control,non.dominant
FBgn0002921,3R,20947214,20976239,20957235-20957735,20948215-20948715,20964258-20976239,20957735-20958167,20948715-20948829,20976127-20976239,20959237-20973738,+,control,non.dominant
FBgn0013995,3R,20976683,21015613,20977684-20978184,20989551-20990051,20992241-21015660,20978184-20978248,20990051-20990232,21015614-21015660,20986147-21012665,+,control,non.dominant
FBgn0264357,3R,21139239,21214269,21152797-21153297,21140240-21140740,21210789-21214417,21153297-21153697,21140740-21141311,21214406-21214417,21154890-21211590,+,control,non.dominant
FBgn0266418,3R,22638308,22683827,22639309-22639809,22666262-22666762,22679104-22683908,22639809-22639910,22666762-22667042,22679104-22683908,22652158-22679040,+,control,non.dominant
FBgn0266758,3R,24543219,24556549,24544220-24544720,24548515-24549015,24554702-24559170,24544720-24545069,24549015-24549139,24556236-24559170,24549685-24555962,+,control,non.dominant
FBgn0039213,3R,24624171,24634714,24625172-24625672,24630092-24630592,24633433-24634715,24625672-24625812,24630592-24630750,24633558-24634715,24631783-24633499,+,control,non.dominant
FBgn0003429,3R,24660991,24711595,24661992-24662492,24667647-24668147,24707273-24711659,24662492-24662563,24668147-24668909,24707273-24711659,24664364-24707216,+,control,non.dominant
FBgn0001139,3R,26040236,26049911,26041581-26042081,26041237-26041737,26048498-26049911,26042081-26042264,26041737-26041901,26048498-26049911,26042995-26048435,+,control,non.dominant
FBgn0027579,3R,27923691,27933077,27924692-27925192,27925166-27925666,27924140-27933185,27925192-27925993,27925666-27925993,27932462-27933185,27923125-27932399,+,control,non.dominant
FBgn0001215,3R,28598334,28605777,28599335-28599835,28599908-28600408,28602772-28608372,28599835-28599999,28600408-28600568,28607770-28608372,28600706-28607710,+,control,non.dominant
FBgn0004369,3R,29376146,29487131,29377147-29377647,29478817-29479317,29483130-29487131,29377647-29378024,29479317-29479825,29483957-29487131,29382956-29483743,+,control,non.dominant
FBgn0086361,3R,29590331,29617157,29591332-29591832,29592595-29593095,29594227-29617423,29591832-29592167,29593095-29593204,29599232-29617423,29593272-29604581,+,control,non.dominant
FBgn0001297,3R,29764495,29794113,29788437-29788937,29782110-29782610,29791393-29794167,29788937-29790854,29782610-29783147,29791787-29794167,29781691-29791720,+,control,non.dominant
FBgn0266411,3R,30056811,30121798,30057812-30058312,30099021-30099521,30111682-30121798,30058312-30059127,30099521-30099918,30120129-30121798,30067075-30112352,+,control,non.dominant
FBgn0082582,3R,30531107,30578905,30532338-30532838,30562681-30563181,30572925-30578923,30532838-30532982,30563181-30563481,30578906-30578923,30533096-30577558,+,control,non.dominant
FBgn0027598,3R,30807117,30827005,30808118-30808618,30817115-30817615,30824278-30827432,30808618-30809283,30817615-30818207,30826718-30827432,30816875-30826026,+,control,non.dominant
FBgn0261988,3R,31403745,31457873,31404746-31405246,,31455744-31457893,31405246-31405956,,31457874-31457893,,+,control,non.dominant
FBgn0003870,3R,31712367,31735392,31724497-31724997,31713368-31713868,31727132-31735392,31724997-31725331,31713868-31714269,31732920-31735392,31727132-31728479,+,control,non.dominant
FBgn0016126,4,444004,453947,445594-446094,445005-445505,452972-458127,446094-447035,445505-447035,457164-458127,446631-452890,+,control,non.dominant
FBgn0022361,4,556516,567257,557724-558224,557517-558017,560718-567257,558224-558269,558017-560300,565601-567257,560095-565515,+,control,non.dominant
FBgn0025836,X,125949,140340,126950-127450,130536-131036,138770-140855,127450-127595,131036-131897,140840-140855,128921-139780,+,control,non.dominant
FBgn0000108,X,529001,579044,530002-530502,529792-530292,574942-579044,530502-530534,530292-530534,575471-579044,531627-575362,+,control,non.dominant
FBgn0024362,X,1340606,1344770,1341607-1342107,1341908-1342408,1343290-1344770,1342107-1343214,1342408-1343214,1343779-1344770,1342587-1343535,+,control,non.dominant
FBgn0013720,X,1469166,1472325,1470349-1470849,1466994-1467494,1470402-1472317,1470849-1471063,1467494-1467617,1471658-1472317,1467697-1471603,+,control,non.dominant
FBgn0025394,X,1481979,1517615,1512571-1513071,1482914-1483414,1514857-1517735,1513071-1513648,1483414-1483558,1517616-1517735,1510754-1515041,+,control,non.dominant
FBgn0000382,X,2092734,2115701,2093735-2094235,2107750-2108250,2110950-2115601,2094235-2094418,2108250-2108294,2111704-2115601,2095010-2111623,+,control,non.dominant
FBgn0260753,X,2550706,2578640,2553604-2554104,2551707-2552207,2576117-2578640,2554104-2554417,2552207-2552274,2576117-2578640,2554264-2576384,+,control,non.dominant
FBgn0040376,X,2579458,2583823,2581947-2582478,2582205-2582705,2582447-2584094,2582478-2582575,2582705-2582826,2582989-2584094,2582705-2582826,+,control,non.dominant
FBgn0001404,X,2587003,2599111,2588004-2588504,2591622-2592122,2595726-2599111,2588504-2589506,2592122-2592348,2597327-2599111,2595726-2597015,+,control,non.dominant
FBgn0003371,X,2632452,2679553,2633453-2633953,2658267-2658767,2674597-2677695,2633953-2634025,2658767-2658869,2677682-2677695,2634827-2674921,+,control,non.dominant
FBgn0025643,X,2918270,2924426,2919271-2919771,2919620-2920120,2921386-2924484,2919771-2919854,2920120-2920385,2923683-2924484,2920010-2923375,+,control,non.dominant
FBgn0000479,X,3174940,3343767,3328908-3329408,3175941-3176441,3338970-3342661,3329408-3329844,3176441-3176685,3338970-3342661,3189534-3338816,+,control,non.dominant
FBgn0023215,X,3670301,3701672,3688864-3689364,3687736-3688236,3699114-3703585,3689364-3689482,3688236-3688495,3700671-3703585,3683353-3700464,+,control,non.dominant
FBgn0029687,X,3947475,3955442,3948476-3948976,3948766-3949266,3948976-3955442,3948976-3949372,3949266-3949372,3952767-3955442,3949481-3952221,+,control,non.dominant
FBgn0026083,X,4115520,4130016,4116450-4116950,4119599-4120099,4118356-4129748,4116950-4117395,4120099-4120138,4125924-4129748,4117964-4125787,+,control,non.dominant
FBgn0262738,X,4321126,4365408,4322127-4322627,4347419-4347919,4360616-4365408,4322627-4323155,4347919-4348030,4361966-4365408,4325348-4360705,+,control,non.dominant
FBgn0028325,X,4700784,4705265,4701785-4702285,4702006-4702506,4704195-4705337,4702285-4702591,4702506-4702591,4704588-4705337,4702692-4704517,+,control,non.dominant
FBgn0052772,X,4907602,4915161,4908603-4909103,4911882-4912382,4913846-4915161,4909103-4909319,4912382-4912511,4913846-4915161,4909452-4913783,+,control,non.dominant
FBgn0003028,X,5046773,5070929,5047774-5048274,,5064453-5070929,5048274-5049542,,5068895-5070929,,+,control,non.dominant
FBgn0029763,X,5420033,5427219,5421469-5421969,5421034-5421534,5425143-5427219,5421969-5422126,5421534-5423017,5425143-5427219,5422580-5424962,+,control,non.dominant
FBgn0262730,X,6224147,6236218,6225148-6225648,6225437-6225937,6230733-6236275,6225648-6226220,6225937-6226220,6231043-6236275,6226440-6230986,+,control,non.dominant
FBgn0085446,X,6539271,6589173,6571424-6571924,6545620-6546120,6551906-6589208,6571924-6572268,6546120-6546472,6589174-6589208,6543093-6588250,+,control,non.dominant
FBgn0016041,X,7735393,7739978,7736862-7737362,7736394-7736894,7738382-7739978,7737362-7737683,7736894-7737166,7738901-7739978,7737322-7738799,+,control,non.dominant
FBgn0261873,X,8177049,8240474,8230115-8230615,8192701-8193201,8238007-8240479,8230615-8230718,8193201-8193506,8240475-8240479,8179453-8238188,+,control,non.dominant
FBgn0259734,X,9028705,9054575,9042145-9042645,9029685-9030206,9030185-9054863,9042645-9042791,9030206-9030896,9052450-9054863,9040038-9052388,+,control,non.dominant
FBgn0030089,X,9107191,9117744,9109051-9109551,9108192-9108692,9116146-9117794,9109551-9109756,9108692-9108986,9116146-9117794,9110822-9116078,+,control,non.dominant
FBgn0030151,X,9777242,9782094,9778243-9778743,9778459-9778959,9781159-9782889,9778743-9778799,9778959-9779242,9781159-9782889,9778868-9780892,+,control,non.dominant
FBgn0030276,X,11152921,11164670,11153922-11154422,11159954-11160454,11162269-11164670,11154422-11154665,11160454-11161251,11162516-11164670,11155034-11162454,+,control,non.dominant
FBgn0001624,X,11368165,11409776,11369166-11369666,11375264-11375764,11387772-11408446,11369666-11369799,11375764-11376718,11406072-11408446,11373817-11405995,+,control,non.dominant
FBgn0014133,X,11677470,11694740,11678471-11678971,11683202-11683702,11689201-11694740,11678971-11679289,11683702-11684254,11693547-11694740,11680844-11693177,+,control,non.dominant
FBgn0030330,X,11718745,11723854,11719985-11720485,11719746-11720246,11722251-11723854,11720485-11721027,11720246-11720532,11722534-11723854,11720584-11722408,+,control,non.dominant
FBgn0000259,X,11791033,11801587,11792380-11792880,11792034-11792534,11793974-11801587,11792880-11792991,11792534-11792686,11799993-11801587,11793443-11795186,+,control,non.dominant
FBgn0259143,X,12462028,12478431,12471165-12471665,12463029-12463529,12476319-12478527,12471665-12471908,12463529-12464619,12476319-12478527,12465249-12476268,+,control,non.dominant
FBgn0030478,X,13369106,13380160,13373581-13374081,13370496-13370996,13378013-13380160,13374081-13374103,13370996-13371060,13378547-13380160,13373863-13379370,+,control,non.dominant
FBgn0030505,X,13623245,13664568,13624246-13624746,13641676-13642176,13660740-13664568,13624746-13625589,13642176-13642198,13662755-13664568,13645178-13662686,+,control,non.dominant
FBgn0265726,X,13690792,13717835,13703038-13703538,13696163-13696663,13713201-13717921,13703538-13704022,13696663-13697243,13716838-13717921,13706148-13716774,+,control,non.dominant
FBgn0003218,X,13761252,13779488,13762253-13762753,13767165-13767665,13769144-13779501,13762753-13762830,13767665-13768157,13779489-13779501,13763069-13776380,+,control,non.dominant
FBgn0026428,X,15331810,15340360,15334642-15335142,15332811-15333311,15335546-15340360,15335142-15335268,15333311-15334063,15339627-15340360,15334990-15338924,+,control,non.dominant
FBgn0000536,X,16276828,16285618,16277829-16278329,16278080-16278580,16284312-16285618,16278329-16278547,16278580-16278761,16285022-16285618,16278694-16284761,+,control,non.dominant
FBgn0030747,X,16404009,16414651,16407810-16408310,16405010-16405510,16413694-16414651,16408310-16409209,16405510-16405732,16414404-16414651,16409783-16414020,+,control,non.dominant
FBgn0030753,X,16439933,16445367,16441054-16441554,16440934-16441434,16444390-16445367,16441554-16442020,16441434-16442020,16444390-16445367,16443493-16444326,+,control,non.dominant
FBgn0003189,X,16653859,16668712,16654860-16655360,16655592-16656092,16668385-16668915,16655360-16655609,16656092-16656159,16668385-16668915,16656385-16668320,+,control,non.dominant
FBgn0265598,X,18513928,18572809,18534164-18534664,18565807-18566307,18566696-18572809,18534664-18535424,18566307-18566624,18570564-18572809,18520718-18567636,+,control,non.dominant
FBgn0283473,X,18786964,18806057,18788281-18788781,18789663-18790163,18790677-18806188,18788781-18789089,18790163-18790309,18805641-18806188,18790506-18805581,+,control,non.dominant
FBgn0027621,X,19494005,19509350,19495006-19495506,19496176-19496676,19504424-19518402,19495506-19495551,19496676-19496787,19515913-19518402,19505767-19515644,+,control,non.dominant
FBgn0261573,X,19520429,19530896,19521600-19522100,,19523990-19530911,19522100-19522569,,19530897-19530911,,+,control,non.dominant
FBgn0031081,X,19959797,19969323,19960798-19961298,19962677-19963177,19967081-19969323,19961298-19961600,19963177-19963341,19967284-19969323,19963955-19967223,+,control,non.dominant
FBgn0003423,X,21372502,21385159,21374923-21375423,21374268-21374768,21383700-21385159,21375423-21375493,21374768-21374821,21383700-21385159,21376120-21383627,+,control,non.dominant
FBgn0031191,X,22480582,22487458,22481583-22482083,22482094-22482594,22482842-22507666,22482083-22482396,22482594-22482750,22487981-22507666,22482450-22486084,+,control,non.dominant
FBgn0027279,X,22485680,22508129,22486661-22487181,22491096-22491596,22487161-22507666,22487181-22487789,22491596-22492421,22507108-22507666,22493481-22506181,+,control,non.dominant
FBgn0265767,X,23021398,23035550,23022818-23023318,23027939-23028439,23033543-23035898,23023318-23023431,23028439-23029192,23033702-23035898,23029024-23033644,+,control,non.dominant
FBgn0039942,X,23080759,23084209,23082335-23082835,23082709-23083209,23080872-23082002,23082070-23082335,23082070-23082709,23080872-23081859,23081916-23082002,-,control,non.dominant
FBgn0052512,X,21062277,21069040,21067540-21068040,,21061880-21064043,21066600-21067540,,21061880-21063415,,-,control,non.dominant
FBgn0026323,X,20515908,20526428,20524928-20525428,20518248-20518748,20515669-20517122,20523899-20524928,20517699-20518248,20515669-20517122,20516659-20523358,-,control,non.dominant
FBgn0003654,X,20227961,20237882,20236198-20236698,20236382-20236882,20227962-20230062,20236083-20236198,20236083-20236382,20227962-20229072,20229140-20235950,-,control,non.dominant
FBgn0261811,X,19830215,19853559,19852059-19852559,19848478-19848978,19830216-19835566,19850863-19852059,19848067-19848478,19830216-19833235,19833321-19836754,-,control,non.dominant
FBgn0031030,X,19569721,19581300,19579793-19580294,19579740-19580240,19569713-19579793,19579398-19579794,19579398-19579740,19569713-19569721,19571775-19577594,-,control,non.dominant
FBgn0017418,X,18130392,18139284,18137685-18138185,18137139-18137639,18130393-18133186,18137576-18137685,18136442-18137139,18130393-18132877,18132960-18137050,-,control,non.dominant
FBgn0003380,X,17924307,18064747,17967225-17967725,17990614-17991114,17928251-17941160,17966348-17967225,17990391-17990614,17928251-17928253,17930117-18062943,-,control,non.dominant
FBgn0259168,X,17862697,17888722,17875040-17875540,17887222-17887722,17862685-17868166,17874405-17875040,17886404-17887222,17862685-17862697,17868982-17878516,-,control,non.dominant
FBgn0030850,X,17623221,17629395,17627895-17628395,17629492-17629992,17623222-17627240,17627429-17627895,17629341-17629492,17623222-17624205,17625530-17629271,-,control,non.dominant
FBgn0030743,X,16331281,16335100,16333600-16334100,16332048-16332548,16328654-16332048,16331809-16333600,16331809-16332048,16328654-16329370,16329515-16332122,-,control,non.dominant
FBgn0003463,X,15603283,15634934,15626540-15627040,15633434-15633934,15603284-15605366,15625430-15626540,15632809-15633434,15603284-15605366,15605489-15626232,-,control,non.dominant
FBgn0027601,X,14933670,14955032,14950749-14951249,14953532-14954032,14932806-14935445,14950318-14950749,14953513-14953532,14932806-14935272,14935331-14951805,-,control,non.dominant
FBgn0030584,X,14837471,14839698,14838198-14838698,14839106-14839606,14836001-14838198,14837814-14838198,14838818-14839106,14836001-14836566,14838818-14839106,-,control,non.dominant
FBgn0030574,X,14584733,14604080,14602580-14603080,14591591-14592091,14584734-14587157,14602462-14602580,14591320-14591591,14584734-14586436,14586497-14591088,-,control,non.dominant
FBgn0030510,X,13677899,13682000,13680398-13680898,13680201-13680701,13677830-13679301,13679896-13680398,13679896-13680201,13677830-13678753,13678855-13679301,-,control,non.dominant
FBgn0265630,X,13195499,13213174,13211674-13212174,13202262-13202762,13195500-13196510,13211100-13211674,13200467-13202262,13195500-13196510,13196597-13206829,-,control,non.dominant
FBgn0283712,X,12584385,12593693,12592193-12592693,12589683-12590183,12584306-12586249,12591931-12592193,12589524-12589683,12584306-12586249,12586310-12590484,-,control,non.dominant
FBgn0030349,X,11877737,11888662,11887162-11887662,11885283-11885783,11877738-11883621,11886956-11887162,11884798-11885283,11877738-11878988,11879050-11885281,-,control,non.dominant
FBgn0261277,X,11152484,11155490,11153802-11154302,11153574-11154074,11152387-11153360,11153617-11153802,11153488-11153574,11152387-11153360,11153488-11153574,-,control,non.dominant
FBgn0020255,X,11144852,11150216,11148580-11149080,11146596-11147096,11144810-11148580,11148486-11148580,11145943-11146596,11144810-11145864,11145943-11146428,-,control,non.dominant
FBgn0285926,X,10787869,10825777,10806856-10807356,10821817-10822317,10796214-10797437,10805266-10806856,10821597-10821817,10796214-10797437,10797508-10821488,-,control,non.dominant
FBgn0003360,X,10780893,10788458,10786907-10787407,10784458-10784958,10778946-10782680,10786806-10786907,10782380-10784458,10778946-10778954,10779993-10782889,-,control,non.dominant
FBgn0052672,X,10764878,10769838,10768217-10768719,10768338-10768838,10764879-10765802,10767981-10768217,10767981-10768338,10764879-10765535,10765605-10765802,-,control,non.dominant
FBgn0085443,X,10490069,10586922,10546754-10547254,10493736-10494236,10490057-10499657,10546629-10546754,10492752-10493736,10490057-10490069,10491506-10585073,-,control,non.dominant
FBgn0263220,X,10233347,10264985,10261334-10261834,10256629-10257129,10234626-10239545,10261255-10261334,10256112-10256629,10234626-10239545,10239679-10259488,-,control,non.dominant
FBgn0028341,X,9626294,9660645,9639028-9639528,9658894-9659395,9626295-9631095,9638193-9639028,9658847-9658894,9626295-9626296,9629396-9644367,-,control,non.dominant
FBgn0011661,X,8873012,8899832,8898332-8898832,8878725-8879225,8872440-8876752,8898184-8898332,8878469-8878725,8872440-8872440,8874189-8891623,-,control,non.dominant
FBgn0040319,X,8102181,8117647,8116147-8116647,8107814-8108314,8102096-8103721,8115992-8116147,8107690-8107814,8102096-8102177,8103788-8115580,-,control,non.dominant
FBgn0029997,X,8094250,8103595,8102095-8102595,8101454-8101954,8094219-8096834,8101946-8102095,8101087-8101454,8094219-8094250,8096901-8099616,-,control,non.dominant
FBgn0004656,X,8037808,8062936,8061436-8061936,8060974-8061474,8039656-8063647,8060877-8060974,8056317-8056701,8039656-8041044,8041111-8060158,-,control,non.dominant
FBgn0029504,X,7682338,7710885,7696704-7697204,7704963-7705463,7682339-7686801,7696477-7696704,7704778-7704963,7682339-7682360,7686583-7689996,-,control,non.dominant
FBgn0004646,X,6973620,6992818,6981683-6982183,6977810-6978310,6973583-6977588,6981189-6981683,6977788-6977810,6973583-6973620,6974731-6977588,-,control,non.dominant
FBgn0259228,X,6780790,6805093,6803593-6804093,6800710-6801210,6780620-6782692,6803107-6803593,6800050-6800710,6780620-6782486,6782561-6789051,-,control,non.dominant
FBgn0261383,X,5738663,5748754,5747254-5747754,5746375-5746875,5738664-5743912,5746772-5747254,5746203-5746375,5738664-5743912,5744356-5744699,-,control,non.dominant
FBgn0259994,X,5625676,5649987,5637594-5638094,5648487-5648987,5625485-5634425,5637535-5637594,5647732-5648487,5625485-5629024,5629385-5648177,-,control,non.dominant
FBgn0263987,X,5412386,5422367,5420631-5421131,5418570-5419070,5412387-5418570,5420452-5420631,5418354-5418570,5412387-5415041,5415322-5417374,-,control,non.dominant
FBgn0014024,X,5318928,5324196,5322489-5322989,5322696-5323196,5318922-5319756,5322390-5322489,5322631-5322696,5318922-5318928,5319654-5322453,-,control,non.dominant
FBgn0266000,X,4926664,4939605,4931194-4931694,4936149-4936649,4925027-4928132,4931058-4931194,4936013-4936149,4925027-4928132,4928217-4930065,-,control,non.dominant
